tweet_id,created_at,text,author_id
1588766851085271045,2022-11-05 05:35:09+00:00,"RT @BudRante: Hihihihih
Boss @elonmusk says so
Just business #TWTR
Nothing personal 
Oki Doki
✅
Accept or Decline

Hmmmm
U can  Leave
Go to…",3121654532
1588766792583110658,2022-11-05 05:34:55+00:00,"Hihihihih
Boss @elonmusk says so
Just business #TWTR
Nothing personal 
Oki Doki
✅
Accept or Decline

Hmmmm
U can  Leave
Go to #SNAP #META https://t.co/zgyuDApmd2",3121654532
1588748028596322304,2022-11-05 04:20:22+00:00,"@wanda_hudson @MonradAnne @elonmusk @AOC Re #Twtr and free speech.. I seriously cannot think of one thing he got right…struggle to name ONE aspect of free speech he saved with $44B.

Politicis even worse…political position unclear except attacks on left…MAGA were never the #tsla or #spaceX base

Concerning",1384401253086765062
1588739212362534918,2022-11-05 03:45:20+00:00,"RT @OgMage78: #TWTR @elonmusk @garyblack00 @WholeMarsBlog 
Someone check my math please.
Twitter has (or had) revenues of about 4.5B per ye…",1225056994198945792
1588736634379698176,2022-11-05 03:35:05+00:00,RT @Haless72877640: @Hannahlover691 #twtr #nsfw #nominors #sellingcontent #onlyfans #cashapp #nsfwtwtr #bbw https://t.co/0BPN85KDvn,1258489309360992257
1588736455568154628,2022-11-05 03:34:22+00:00,"RT @Haless72877640: Good afternoon 💕 
Hope everyone’s having a great day🥹
Don’t forget to tip your fav content creator💕🤌🏻🥴
Here’s some jigg…",1258489309360992257
1588733895184617474,2022-11-05 03:24:12+00:00,"@rmayemsinger @elonmusk is on a mission. Burn #TWTR to the ground. He set himself a two year deadline to bring it back public.  But we all know him, he over promises and underdelivers.  He must be very well guarded from above .. until he’s no longer useful.",1894747496
1588730689628667904,2022-11-05 03:11:28+00:00,Top of my watch list! Come on #TWTR please plummet! ⬇️⬇️⬇️⬇️⬇️ https://t.co/Us1l6FA0ej,1497199249645178880
1588723948509806592,2022-11-05 02:44:41+00:00,"Esto es algo raro, creo.
El día de hoy llegaba de mis actividades cotidianas, pero al llegar a mi hogar me sentí extraña, me sentía perdida. Ni bien entré, prendí la laptop para ver una película, quería disfrutar de mi ""viernes"", pero me equivoqué.👇
#extrañasensación #twtr",1442881294816497673
1588722875753582592,2022-11-05 02:40:25+00:00,"Truly Galaxy Brain logic here &lt;checks notes&gt; going to war by shaming the advertisers who question the brand safety of my platform, thereby confirming all of their fears about the brand safety of my platform.. #twtr https://t.co/nzoyW3X2GN",16577908
1588722014134554624,2022-11-05 02:36:59+00:00,"RT @Ralphtan222: clip.

via @Nikkei
#news #TWTR #LayOff #management #restructuring #JP #US",1443316207109693447
1588721647414292480,2022-11-05 02:35:32+00:00,"clip.

via @Nikkei
#news #TWTR #LayOff #management #restructuring #JP #US https://t.co/3oaWby8TuF",1041175359364816896
1588720475836153858,2022-11-05 02:30:53+00:00,Today I am announcing to my zero followers that if @elonmusk makes anymore moves to turn #twtr into a leaner more profitable and effective company I will leave #Twitter and move to Canada. Don’t try to stop me. I’m serious,1105192403651178496
1588718653117468673,2022-11-05 02:23:38+00:00,#VeryWoke #VW #Volkswagen #twtr #elon https://t.co/NgLJie5oGo,768473815
1588711362188177408,2022-11-05 01:54:40+00:00,#TWTR https://t.co/GqIqpVosDy,1521729452941713414
1588701872915107840,2022-11-05 01:16:57+00:00,"RT @Sa69955063Luana: Lembra quando agente erra criança fingia estar triste ! E hj em dia fingimos está feliz!!
#Tempolimit 
#twtr",1587914310474502144
1588699814514290688,2022-11-05 01:08:47+00:00,Just an fyi  what #ERG is about re:  @elonmusk  obvs has a prob with differing opinions - good luck @twitter shareholders! #twtr - kinda weird that “TWTR” doesn’t auto fill in @Twitter - good luck Elon😂 https://t.co/xrCFR4lypD https://t.co/4CUOSfjexO,155399282
1588696187426992129,2022-11-05 00:54:22+00:00,"Lembra quando agente erra criança fingia estar triste ! E hj em dia fingimos está feliz!!
#Tempolimit 
#twtr",1431374080679235587
